Song,Album,Lyric,Previous Lyric,Next Lyric,Multiplicity
Grow Up,Paramore,We live alone in two different worlds,"Me and reality, the light and the dark","Me in a fantasy, you in your memories",1
Grow Up,Paramore,"Me in a fantasy, you in your memories",We live alone in two different worlds,But we get along (We get along),1
Grow Up,Paramore,But we get along (We get along),"Me in a fantasy, you in your memories",For the most part (We get along),1
Grow Up,Paramore,For the most part (We get along),But we get along (We get along),"Yeah, for the most part (We get along)",1
Grow Up,Paramore,"Yeah, for the most part (We get along)",For the most part (We get along),For the most part (We get along),1
Grow Up,Paramore,For the most part (We get along),"Yeah, for the most part (We get along)",We get along,1
Grow Up,Paramore,We get along,For the most part (We get along),We get along,1
Grow Up,Paramore,We get along,We get along,Some of us have to grow up sometimes,1
Grow Up,Paramore,Some of us have to grow up sometimes,We get along,"And so, if I have to, I'm gonna leave you behind (Leave you behind)",1
Grow Up,Paramore,"And so, if I have to, I'm gonna leave you behind (Leave you behind)",Some of us have to grow up sometimes,Some of us have to grow up sometimes,2
Grow Up,Paramore,Some of us have to grow up sometimes,"And so, if I have to, I'm gonna leave you behind (Leave you behind)","And so, if I have to, I'm gonna leave you behind (Leave you behind)",1
Grow Up,Paramore,Some of us have to grow up sometimes,"And so, if I have to, I'm gonna leave you behind (Leave you behind)","(We grow up, never grow old)",1
Grow Up,Paramore,"(We grow up, never grow old)",Some of us have to grow up sometimes,"And so, if I have to, I'm gonna leave you behind",2
Grow Up,Paramore,"And so, if I have to, I'm gonna leave you behind","(We grow up, never grow old)",Some of us have to grow up sometimes,1
Grow Up,Paramore,Some of us have to grow up sometimes,"And so, if I have to, I'm gonna leave you behind","(We grow up, never grow old)",1
Grow Up,Paramore,"And so, if I have to, I'm gonna leave you behind","(We grow up, never grow old)",,1
Daydreaming,Paramore,Living in a city of sleepless people,,Who all know their limits and won't go too far,1
Daydreaming,Paramore,Who all know their limits and won't go too far,Living in a city of sleepless people,Outside the lines,1
Daydreaming,Paramore,Outside the lines,Who all know their limits and won't go too far,'Cause they're out of their minds,1
Daydreaming,Paramore,'Cause they're out of their minds,Outside the lines,I wanna get out and build my own home,1
Daydreaming,Paramore,I wanna get out and build my own home,'Cause they're out of their minds,On a street where reality is not much different,1
Daydreaming,Paramore,On a street where reality is not much different,I wanna get out and build my own home,From dreams I've had,1
Daydreaming,Paramore,From dreams I've had,On a street where reality is not much different,A dream is all I have,1
Daydreaming,Paramore,A dream is all I have,From dreams I've had,Daydreaming,1
Daydreaming,Paramore,Daydreaming,A dream is all I have,Daydreaming all the time,1
Daydreaming,Paramore,Daydreaming all the time,Daydreaming,Daydreaming,4
Daydreaming,Paramore,Daydreaming,Daydreaming all the time,Daydreaming into the night,2
Daydreaming,Paramore,Daydreaming into the night,Daydreaming,Daydreaming,2
Daydreaming,Paramore,Daydreaming,Daydreaming into the night,Daydreaming all the time,2
Daydreaming,Paramore,Daydreaming,Daydreaming all the time,Daydreaming into the night and I'm alright,2
Daydreaming,Paramore,Daydreaming into the night and I'm alright,Daydreaming,Creep past the hours like the shorter hand on the clock,1
Daydreaming,Paramore,Creep past the hours like the shorter hand on the clock,Daydreaming into the night and I'm alright,Hanging on the wall of a schoolhouse somewhere,1
Daydreaming,Paramore,Hanging on the wall of a schoolhouse somewhere,Creep past the hours like the shorter hand on the clock,We wait for the bell,1
Daydreaming,Paramore,We wait for the bell,Hanging on the wall of a schoolhouse somewhere,And we dream of somewhere else,1
Daydreaming,Paramore,And we dream of somewhere else,We wait for the bell,Daydreaming,1
Daydreaming,Paramore,Daydreaming,And we dream of somewhere else,Daydreaming all the time,1
Daydreaming,Paramore,Daydreaming into the night and I'm alright,Daydreaming,It's not that I won't remember where I'm from,1
Daydreaming,Paramore,It's not that I won't remember where I'm from,Daydreaming into the night and I'm alright,Just don't wanna be here no more,1
Daydreaming,Paramore,Just don't wanna be here no more,It's not that I won't remember where I'm from,"It's not enough, oh (We're only half alive)",1
Daydreaming,Paramore,"It's not enough, oh (We're only half alive)",Just don't wanna be here no more,"I'm gonna go, oh (We're only half alive)",1
Daydreaming,Paramore,"I'm gonna go, oh (We're only half alive)","It's not enough, oh (We're only half alive)","Where the rest of the dreamers go, oh (We're only half alive)",1
Daydreaming,Paramore,"Where the rest of the dreamers go, oh (We're only half alive)","I'm gonna go, oh (We're only half alive)","Where the dreamers go, oh",1
Daydreaming,Paramore,"Where the dreamers go, oh","Where the rest of the dreamers go, oh (We're only half alive)",Ooh,1
Daydreaming,Paramore,Ooh,"Where the dreamers go, oh",Daydreaming,1
Daydreaming,Paramore,Daydreaming,Ooh,Daydreaming all the time (A dream is all I have),1
Daydreaming,Paramore,Daydreaming all the time (A dream is all I have),Daydreaming,Daydreaming,1
Daydreaming,Paramore,Daydreaming,Daydreaming all the time (A dream is all I have),Daydreaming into the night and I'm alright,1
Daydreaming,Paramore,Daydreaming into the night and I'm alright,Daydreaming,Daydreaming,1
Daydreaming,Paramore,Daydreaming,Daydreaming into the night and I'm alright,Daydreaming all the time (A dream is all I have),1
Daydreaming,Paramore,Daydreaming all the time (A dream is all I have),Daydreaming,Daydreamer,1
Daydreaming,Paramore,Daydreamer,Daydreaming all the time (A dream is all I have),"We used to be half alive, now I'm alright",1
Daydreaming,Paramore,"We used to be half alive, now I'm alright",Daydreamer,I'm alright,1
Daydreaming,Paramore,I'm alright,"We used to be half alive, now I'm alright",I'm alright,1
Daydreaming,Paramore,I'm alright,I'm alright,,1
Interlude: Moving On,Paramore,Let 'em have their time,,Sit back and let 'em shine,1
Interlude: Moving On,Paramore,Sit back and let 'em shine,Let 'em have their time,Let 'em rise and rise,1
Interlude: Moving On,Paramore,Let 'em rise and rise,Sit back and let 'em shine,'Cause one day they're gonna fall,1
Interlude: Moving On,Paramore,'Cause one day they're gonna fall,Let 'em rise and rise,Let 'em soak in the sun,1
Interlude: Moving On,Paramore,Let 'em soak in the sun,'Cause one day they're gonna fall,Sit back and let 'em have their fun,1
Interlude: Moving On,Paramore,Sit back and let 'em have their fun,Let 'em soak in the sun,Let 'em spill their guts,1
Interlude: Moving On,Paramore,Let 'em spill their guts,Sit back and let 'em have their fun,'Cause one day they're gonna slip on 'em,1
Interlude: Moving On,Paramore,'Cause one day they're gonna slip on 'em,Let 'em spill their guts,"Well, I could be angry, but you're not worth the fight",1
Interlude: Moving On,Paramore,"Well, I could be angry, but you're not worth the fight",'Cause one day they're gonna slip on 'em,"And, besides, I'm moving on",1
Interlude: Moving On,Paramore,"And, besides, I'm moving on","Well, I could be angry, but you're not worth the fight",I've counted to ten and now I'm feeling alright,2
Interlude: Moving On,Paramore,I've counted to ten and now I'm feeling alright,"And, besides, I'm moving on","And, besides, I'm moving on",1
Interlude: Moving On,Paramore,"And, besides, I'm moving on",I've counted to ten and now I'm feeling alright,Let 'em play their songs,1
Interlude: Moving On,Paramore,Let 'em play their songs,"And, besides, I'm moving on",Let 'em say what's right and wrong,1
Interlude: Moving On,Paramore,Let 'em say what's right and wrong,Let 'em play their songs,Let 'em do their thing,1
Interlude: Moving On,Paramore,Let 'em do their thing,Let 'em say what's right and wrong,'Cause that'll never be you and me,1
Interlude: Moving On,Paramore,'Cause that'll never be you and me,Let 'em do their thing,We got our own style,1
Interlude: Moving On,Paramore,We got our own style,'Cause that'll never be you and me,We got a way of living life,1
Interlude: Moving On,Paramore,We got a way of living life,We got our own style,If they can't get down,1
Interlude: Moving On,Paramore,If they can't get down,We got a way of living life,"Well, we don't need them around",1
Interlude: Moving On,Paramore,"Well, we don't need them around",If they can't get down,"Well, I could be angry, but you're not worth the fight",1
Interlude: Moving On,Paramore,"Well, I could be angry, but you're not worth the fight","Well, we don't need them around","And, besides, I'm moving on",1
Interlude: Moving On,Paramore,I've counted to ten and now I'm feeling alright,"And, besides, I'm moving on","And, besides, I'm moving, yes, I'm moving",1
Interlude: Moving On,Paramore,"And, besides, I'm moving, yes, I'm moving",I've counted to ten and now I'm feeling alright,"Besides, I'm moving on",1
Interlude: Moving On,Paramore,"Besides, I'm moving on","And, besides, I'm moving, yes, I'm moving",,1
Ain't It Fun,Paramore,"I don't mind lettin' you down easy, but just give it time",,"If it don't hurt now, a-just wait, just wait a while",1
Ain't It Fun,Paramore,"If it don't hurt now, a-just wait, just wait a while","I don't mind lettin' you down easy, but just give it time",You're not the big fish in the pond no more,1
Ain't It Fun,Paramore,You're not the big fish in the pond no more,"If it don't hurt now, a-just wait, just wait a while",You are what they're feedin' on,1
Ain't It Fun,Paramore,You are what they're feedin' on,You're not the big fish in the pond no more,So what are you gonna do,1
Ain't It Fun,Paramore,So what are you gonna do,You are what they're feedin' on,"When the world don't orbit around you? Ooh, uh, uh",1
Ain't It Fun,Paramore,"When the world don't orbit around you? Ooh, uh, uh",So what are you gonna do,So what are you gonna do,1
Ain't It Fun,Paramore,So what are you gonna do,"When the world don't orbit around you? Ooh, uh, uh",When the world don't orbit around you?,1
Ain't It Fun,Paramore,When the world don't orbit around you?,So what are you gonna do,Ain't it fun,1
Ain't It Fun,Paramore,Ain't it fun,When the world don't orbit around you?,Livin' in the real world?,1
